#################################################################################	#################################################################################
acceptableness	svIkAryawA/grAhyawA
acceptabler	svIkArya
acceptablest	svIkArya
acceptable	svIkArya/yogya/TIka/sanwoRajanaka/kAPI/anukUla
acceptablility	svIkAryawA
acceptably	svIkArya_rUpa_se/TIka-TAka
acceptances	svIkqwi
acceptance	svIkqwi/svIkaraNa/svIkAra/anumoxana
acceptant	svIkAra_karane_vAlA/grahaNa_karane_vAlA
acceptation	svIkaraNa/rUDArWa
accepted	svIkAra_karanA/vEXa/svIkqwa/svIkArya/mAnyawAprApwa/avivAxiwa
accepting	svIkAra_karanA/svIkAra_karane_vAlA/barxASwa_karane_vAlA
acceptive	svIkAra_karane_vAlA/grahaNa_karane_vAlA
acceptor	svIkAraka/svIkArakarwA/sakAraka
accepts	svIkAra_karanA
accept	svIkAra_kara/uTA/sakAra/OpacArika_rUpa_se_prApwa_kara/mola_le/mAna_le/le/laga/ke_sAWa_mEWuna_ke_lie_wEyAra_ho/kara/hAM_kaha
acc	esIsI
ACC	e_sI_sI
accessary	upasAXana/sahayogI/sahAyaka_aparAXI/eksesarI/awirikwa_vaswu/aparAXa-sahAyaka
accessed	pahuzcanA
accesses	pahuzcanA
accessibility	sugamyawA/upalabXawA/sulaBawA
accessible	aBigamya/upalabXa/sulaBa/sugamya/prApya/gamya/gamanIya
accessibler	aBigamya
accessiblest	aBigamya
accessing	pahuzcanA
accessional	rAjyArohaNa_sambanXI/praveSAXikAra_sambanXI
accessioned	uccapaxa_prApwi
accessioning	uccapaxa_prApwi
accessions	uccapaxa_prApwi
accession	uccapaxa_prApwi/xAKilA/rAjyArohaNa/praveSa/paxagrahaNa/anuvqxXi/paFjIkaraNa_kara
access_noun	aBigama
accessorial	sahAyaka/awirikwa
accessorier	upasAXana
accessoriest	upasAXana
accessories	upasAXana
accessory	sahAyaka/upasAXana/sahayogI/sahAyaka_aparAXI/pUraka/eksesarI/awirikwa_vaswu/awirikwa_upaskara/aparAXa-sahAyaka
access	pahuzca/xAKilA/praveSa_mArga/praveSa/pETa/Eksesa/aBigamyawA/aBigama/pahuzca/waka_pahuzca_sWApiwa_kara/waka_pahuzca/Eksesa_kara
access-road	sarpI_sadaka
acchievement	saPalawA
Accho	Eko
acciaccatura	anugraha-tippaNI
accidence	SabxarUpa/SabxanuSAsana
accidental	Akasmika/sAMyogika/beKabara/aprawyASiwa/vikqwa_svara
accidentaler	Akasmika
accidentalest	Akasmika
accidentally	saMyogavaSa/XoKe_se/saMyoga_se/anajAne_meM/acAnaka_hI/acAnaka
accidentals	Akasmika
accident-prone	xurGatanA-pravaNa/xurGatanAbahula
accidents	xurGatanA
accident	xurGatanA/saMyoga/iwwaPAka/aprawyASiwa_GatanA/Akasmika_GatanA
accipitrine	bAja_sambanXI
acclaimed	vAha_vAha_karanA
acclaiming	vAha_vAha_karanA
acclaims	vAha_vAha_karanA
acclaim	vAhavAhI/sAXuvAxa/sammAna/praSaMsA/anumoxana/vAha_vAhI/vAha_vAha_kara/wAliyAz_bajAkara_aBinanxana_kara/vAha-vAha_kara/swuwi_kara/svAgawa_kara/praSaMsA_kara/jayajayakAra_kara
acclamations	sammAna
acclamation	vAha_vAhI/vAhavAhI/sAXuvAxa/praSaMsA/mOKika_mawaxAna/jayajayakAra/jayaGoRa/aBinanxana/sammAna
acclimated	xaSAnukUliwa_honA
acclimates	xaSAnukUliwa_honA
acclimate	xaSAnukUliwa_honA/paryanukUliwa_ho/AxI_ho
acclimating	xaSAnukUliwa_honA
acclimation	paryanukUlana
acclimatisation	paryanukUlana
acclimatised	xaSAnukUliwa_honA
acclimatises	xaSAnukUliwa_honA
acclimatise	xaSAnukUliwa_honA/xaSAnukUliwa_kara/paryanukUliwa_ho/paryanukUlana_kara/AxI_ho
acclimatising	xaSAnukUliwa_honA
acclimatization	paryanukUlana
acclimatized	xaSAnukUliwa_honA
acclimatize	xaSAnukUliwa_ho/xaSAnukUliwa_kara/paryanukUliwa_ho/paryanukUlana_kara/AxI_ho/xaSAnukUliwa_ho[karanA]
acclimatizing	xaSAnukUliwa_honA
acclivitous	uwpravaNa/caDAvaxAra/ArohI
acclivity	caDAva/caDAI
accolade	sammAna/sarAhanA/SAbASI/puraskAra/OpacArika_rUpa_se_upAXi_xenA/AliMgana
accolades	sammAna
accommadation	sOkarya
accommodated	samAviRta_karanA
accommodate	raha/XyAna_xe/xe/Tahara/sahAyawA_xe/rahane_ke_lie_jagaha_xe/milA/ke_lie_upayukwa_ho/ke_lie_TIka_ho/ke_lie_ho/ke_anurUpa_banA/kAma_kara/jagaha_ho/bETa_saka/anukUla_banA/raha[raKa]_saka/samAviRta_kara[karAnA]/samAyojiwa_kara/sahAyawA_kara
accommodates	samAviRta_karanA
accommodatinger	sahayoga_xenA
accommodatingest	sahayoga_xenA
accommodatingly	sahayogI_rUpa_se/uxArawApUrvaka/anugrAhI_Dafga_se
accommodating	sahayoga_xe/sarala/samaFjanaSIla/samaFjaka/samaJOwAparaka/sahayoga_xenA
accommodational	samaFjana_sambanXI
accommodation	AvAsa/sAmaFjasya/samaFjana/samaJOwA/sahAyawA/nivAsa-sWAna/anukUlana/samAyojana
accommodations	samAyojana/nivAsa/AvAsa
accommodative	sarala/samaFjanaSIla/samaJOwAparaka
accommodator	kqpA_karane_vAlA/anugrahakarwA
accomodate	jagaha_kara
accomodation	vAsa_vyavasWA
accompanied	safgawa_karanA/ke_sAWa/ke_safga
accompanies	safgawa_karanA
accompaniment	safgawa/sAWa/{safgIwa_sambanXI}safgawa
accompanist	safgawakAra/upavAxaka/safgawa_xene_vAla/{safgIwa_meM}safgawakAra
accompanists	safgawakAra
accompanying	safgawa_karanA/saMlagna/judA_huA
accompanyist	safgawakAra/upavAxaka/safgawa_xene_vAlA
accompanyists	safgawakAra
accompany	sAWa_xe/sAWI_ho/sAWa-sAWa_ho/sAWa_jA/sAWa_A/safgawa_kara/sAWa_ho[jAnA]
accomplice	sahaaparAXI/saha-aparAXI/pApa-sahaBAgI
accomplices	sahaaparAXI
accomplishable	niRpAxya/kAryAnviwa_hone_yogya
accomplisheder	nipuNa
accomplishedest	nipuNa
accomplished	nipuNa/susaMskqwa/sixXa/sampanna/samApwa/pramANiwa
accomplishes	pUrA_karanA
accomplishing	pUrA_karanA
accomplishment	saPalawA/yogyawA/upalabXi/samApana/pravINawA/paripUrNawA/niRpAxana/niRpawwi/nipuNawA/kOSala/kAryasixXi/hunara
accomplishments	niRpawwi
accomplish	pUrA_kara/sixXa_kara/prApwa_kara/pA/kAryAnviwa_kara
accordance	mela/sahamawi/Ekya/aXikAra_anuxAna/anurUpawA/anurUpa
accordances	anurUpa
accordant	sAmaFjasyapUrNa/mela_KAwA/anurUpa/anukUla
accorded	xenA
accordinger	ke_anusAra
accordingest	ke_anusAra
according	ke_anusAra
accordingly	waxanusAra/parisWiwi_ke_anusAra/PalasvarUpa
accordion	eka_vAxyayanwra/akardiyana
accordionist	akardiyanavAxaka
accordions	eka_vAxyayanwra
accord	samaJOwA/svecCA/sanXi/sahAnuBUwipUrNa_susafgawawA/sahAnuBUwipUrNa_anukUlawA/sahamawi/icCA/Ekya/anubanXa/aBisaMvixA/xe/sAWa_jA/mila/mela_KA/anurUpa_ho/mila[milAnA]
accords	xenA
accosted	samboXana_karanA
accosting	samboXana_karanA
accost	samboXana_kara/toka/samboXiwa_kara/samBoga_ke_lie_liBA/PazsA
accosts	samboXana_karanA
accouchement	SiSujanana/prasava
accoucheur	prasUwi-viSeRajFa
accoucheuse	xAI/prasAvikA
accountabilities	javAbaxehI
accountability	javAbaxehI/uwwaraxAyiwva
accountabler	uwwaraxAyI
accountablest	uwwaraxAyI
accountable	uwwaraxAyI/jimmexAra
accountably	uwwaraxAyI_rUpa_se
accountal	leKA-joKA
accountancies	leKAkarma
accountancy	leKAkarma/leKAviXi/hisAba-kiwAba
accountant	leKAkAra/munIma/leKApAla
accountantship	leKApAla_kA_paxa/leKAkAriwA
accountants	leKAkAra
accounted	vivaraNa
accounting_noun	leKA_kArya
accounting	vivaraNa/leKAviXi/leKA_praNAlI/leKA_paxXawi/leKAkarma/leKA-joKA/leKA/hisAba-kiwAba
account	KAwA/vyAKyA/vqwwAnwa/vivaraNa/vajaha/spaRtIkaraNa/samAcAra-vivaraNa/samAcAra/mUlya/mahawwva/leKA-joKA/leKA/kAraNa/Kabara/jamA_KAwA/bila/vivaraNa_xe/varNana_kara/spaRtIkaraNa_xe/samaJa/mAna/javAba_xe/hisAba_raKa/kuCa_hone_kI_ASafkA/niSciwa_mAwrA_meM_ho
accounts	vivaraNa
accoutered	sEnya-upakaraNoM_se_susajjiwa/lEsa
accouterment	sAja-sajjA/awirikwa_upaskara
accouterments	sAja-sajjA
accouter	sEnya-upakaraNa_xe
accoutred	sEnya-upakaraNoM_se_susajjiwa/lEsa
accoutrement	sAja-sajjA/awirikwa_upaskara
accoutrements	sAja-sajjA
accoutre	sEnya-upakaraNa_xe
Accra	AkarA
accreditation	prawyAyana/pramANana/AXikArika_mAnyawA/mAnyawA
accreditations	mAnyawA
accredited	Sreya_xenA/pramANiwa/mAnyawA-prApwa/aXikqwa
accreditee	prawyAyiwI
accrediting	Sreya_xenA
accredit	prawyAyiwa_kara/Sreya_xe/mAnyawA_xe/aXikqwa_kara/aXikAra_xe
accredits	Sreya_xenA
accrete	sAWa-sAWa_baDa/juda
accretion	aBivqxXi/saFcayana
accretionary	saFcayiwa/aBivarXiwa
accretions	aBivqxXi
accretive	sahavarXI/aBivarXI
accrual	proxBavana/upacaya/safgrahaNa/baDowarI
accrue	baDa/prApwa_ho/mila/ke_hisse_meM_A/jamA_kara/ikatTA_kara/aXikAra_meM_A/ikaTTA_ho
accrued	ikaTTA_honA/jamA/ikatTA
accruement	safgrahaNa/saFcayana
accrues	ikaTTA_honA
accruing	ikaTTA_honA
acculturate	parasaMskqwi_samAveSa_kara/parasaMskqwi_grahaNa_kara
acculturational	saMskqwigrAhI
acculturation	uwsaMskaraNa/saMskqwigrAhyawA/saMskqwi
acculturative	saMskqwigrAhI
accumbent	Sayiwa/prawisWiwa/mUlABimuKa/letA_huA
accumulated	saFcaya_karanA/jamA/ikatTA
accumulate	saFcaya_kara/jamA_kara/jamA_ho/ikatTA_kara/Dera_laga/baDa/ekawriwa_ho/ekawriwa_kara
accumulates	saFcaya_karanA
accumulating	saFcaya_karanA
accumulation	saFcayana/safgrahaNa/jamAva/ikatTA_honA/ekawriwa_honA
accumulations	saFcayana
accumulatively	saFcayI_rUpa_se
accumulativer	saFcayI
accumulative	saFcayI/saFcayaSIla
accumulativest	saFcayI
accumulator_noun	saFcAyaka
accumulator	saFcAyaka/safkalanakarwA/ekyumuletara
accuracies	yaWArWawA
accuracy_noun	pariSuxXawA
accuracy	yaWArWawA/sawyawA/pariSuxXawA/KarApana/SuxXawA
accurately	sahI_Dafga_se/sahI-sahI
accurater	sahI
accurate	sahI/TIka/pariSuxXa/ekaxama_sahI/acUka
accuratest	sahI
accurseder	GqNiwa
accursedest	GqNiwa
accursed	GqNiwa/SApagraswa/KarAba/garhiwa/aBiSapwa
accursedly	GqNiwa_rUpa_se
accurse	SApa_xe
accurster	GqNiwa
accurstest	GqNiwa
accurst	GqNiwa/SApagraswa/aBiSapwa
accusable	aBiyojya
accusal	xoRAropaNa/iljAma
accusation	aBiyoga/xoRAropaNa/iljAma
accusations	aBiyoga
accusative	karmakAraka/xviwIyA/iljAma_lagAwA/aBiyogAwmaka/karmakAraka
accusativer	karmakAraka
accusatives	karmakAraka
accusativest	karmakAraka
accusatorial	aBiyojakIya
accusatorily	aBiyogAwmaka_rUpa_se
accusatory	aBiyogAwmaka/iljAma_lagAwA
accused	aBiyukwa/xoRI/mulajima
accuseds	aBiyukwa
accusers	xoRa_lagAne_vAlA
accuser	xoRa_lagAne_vAlA/PariyAxI/aBiyokwA
accuses	xoRa_lagAnA
accuse	xoRa_lagA/iljAma_lagA/aBiyoga_lagA
accusingly	Aropa_lagAwe_hue/aBiyogAwmaka_Dafga_se/aBiyoga_lagAwe_hue
accusing	xoRa_lagAwe_hue/iljAma_lagAwA/aBiyogAwmaka
accusive	cugalI_KAwA/aBiyogAwmaka
accustom	aByaswa_ho/sAXa/AxI_banA_kara/aByaswa_kara
accustomed	aByaswa/pariciwa/hameSA_kA/cira-pariciwa/AxI
accustomeder	aByaswa
accustomedest	aByaswa
accustoming	aByaswa_honA
accustoms	aByaswa_honA
ACE	alAida_kamANda_yUropa
acebutolol	esIbyUtolOla
acedia	Alasa
acellular	akoSikIya
acentric	guNasUwrabiMxurahiwa/akeMxrI
acephalia	sahajaSirohInawA/sahaja-aSIrRawA
acephalism	sahajaSirohInawA/sahaja-aSIrRawA
acephalous	SirohIna/newqwvahIna/besira/aSiraska
acephaly	sahajaSirohInawA/sahaja-aSIrRawA
acerate	suI_ke_samAna/sUcIvawa
acerbate	katu_banA
acerbicer	wIKA
acerbicest	wIKA
acerbic	wIKA/wikwa/katu/KattA/kasElA/kaRAya/kadavA/wIKA{svaBAva}
acerbities	kaTorapana
acerbity	kaTorapana/wIKApana/katuwA/KattApana/kaTorawA/kadavApana
acerb	wikwa/katu/KattA/kasElA/kaRAya
acerose	suI_ke_samAna/sUcIvawa
acervate	puFjiwa/pragucCiwa
ace	sarvaSreRTa/SAnaxAra/bahuwa_hI_acCA/bahuwa_acCA/ikkA/pravINa/esa/eka/ikkA{wASa_kA}/kuSala/{tenisa_meM}sarvisa_jo_prawixvanxI_nahIM_Kela_pAwA/ke_viruxXa_esa_sarvisa_kara/ke_viruxXa_esa_banA/eka_hI_bAra_meM_hola_meM_dAla/AsAnI_se_saPalawA_pA_le
AC	esI/es
Ac	esII
aces	ikkA
acetabular	pyAle_ke_AkAra_kA/caRakAkAra
acetaldehyde	EsitEladihAida
acetaldol	EsitEldOla
acetal	esitEla
acetamide	EsitemAida
acetate	esIteta/Esiteta_reyana/Esiteta
acetates	esIteta
acetic-acid	sirakA_amla
acetically	KatAsa_Bare_rUpa_se
aceticer	KatAsa_BarA
aceticest	KatAsa_BarA
acetic	KatAsa_BarA/Sukwika/SOkwwika/sirake_kA/EsItika
acetify	KattA_kara/KattA_banA/Amla_ho
acetin	Esitina
acetonemia	rakwAmlawA/amlarakwawA
acetone	SukwA/Esitona
acetonic	SukwAyukwa/Esitonayukwa
acetonuria	esItonameha
acetose	sirake_jEsA
acetous	sirake_jEsA
acetum	sirakA/Esitama
acetylene	esItilIna/EsItilIna_gEsa/esItilIna{gEsa}
acetylenes	esItilIna
acetylenic	EsitilIna_kA
acetyl	EsitAila
Achaean	akIyAvAsI/akIyAI
Achaian	akIyAvAsI/akIyAI
acharayalu	AcAryalu
acharya	AcArya
Acharyas	AcAryoM
ached	xarxa_karanA
achene	ekIna
achenial	akInI
ache	pIdA/xarxa/xarxa_kara/warasa/wakalIPa_xe/lAlAyiwa_ho
Acheron	EkarOna
Acheronian	EkarOnI
Acherontic	EkarOnI
Acheson	Ekisana
aches	xarxa_karanA
achievability	prApyawA/niRpAxyawA/laByawA
achievable	prApwavya/sAXya/niRpAxya/kAryAnviwa_hone_yogya
achievabler	prApwavya
achievablest	prApwavya
achievably	prApwavya_rUpa_se
achieved	pUrA_karanA
achievement	saPalawA/upalabXi/niRpAxana/kAryasixXi
achievements	upalabXi
achiever	saPalawA_pAne_vAlA/saPala_vyakwi/hAsila_karane_vAlA
achieve	saPala_ho/sixXa_kara/pUrA_kara_xe/prApwa_kara/pA/pUrA_kara
achieves	pUrA_karanA
achieving	pUrA_karanA
Achilles	akilIja
aching	xarxa_karanA/xuKawA_huA/xarxa/pIdA
achira	xevakalI/sarvajayA
achivist	EwihAsika_aBileKa_safgrahakarwA
acholia	apiwwa
achondrite	akOndrAita
achondritic	cikanA/akOndrAita_se_sambanXiwa
achondroplasia	upAsWi-avikasana/BrUNAsWiSoWa/bAlAsWikRaya
achondroplastic	upAsWi-avikasana_se_pIdiwa/BrUNAsWiSoWagraswa/bAlAsWikRayagraswa
achondroplasty	upAsWi-avikasana/BrUNAsWiSoWa/bAlAsWikRaya
achromasia	pIlApana/nirvarNawA/avarNawA
achromaticity	varNahInawA/rafgahInawA
achromatic	varNahIna/avarNa
achromatin	araFjyA
achromatinic	araFjaka
achromatise	varNahIna_kara/avarNa_kara
achromatism	varNahInawA/rafgahInawA/avarNawA
achromatize	varNahIna_kara/avarNa_kara
achromatous	varNahIna/rafgahIna/avarNa
achromia	varNahInawA/nirvarNawA/avarNawA
achromic	varNahIna/rafgahIna/avarNa
achromous	varNahIna/rafgahIna/avarNa
Achromycin	EkromAisina
achylia	srAvahInawA/annarasABAva
achy	xuKawA_huA/xarxa_karawA
acicular	suI_ke_samAna/sUcIvawa
acidemia	rakwAmlawA/amlarakwawA
acider	amla
acidest	amla
acid-fast	amla-sWAyI
acidic	amlIya/KattA
acidicer	KattA
acidicest	KattA
acidification	amlIkaraN/amlIBavana
acidified	amla_karanA
acidifies	amla_karanA
acidify	amla_kara/KattA_kara/KattA_banA/AmlIya_kara/Amla_ho
acidifying	amla_karanA
acidimetry	amlamiwi
acidities	amlawA
acidity	amlawA/KattApana/EsiditI
acidly	ruKAI_se
acidology	SalyayanwravijFAna
acidophile	EsidoPAila
acidophil	EsidoPila
acidosis	amlopacaya/amlarakwawA/amlamayawA
acids	amla
acidulate	KattA_kara/KattA_banA
acidulenter	svaBAva_meM_wIKA
acidulentest	svaBAva_meM_wIKA
acidulent	svaBAva_meM_wIKA/KattA/amlIya
acidulous	amlavaw/kattA/amlIya/svaBAva_meM_wIKA
acidulouser	svaBAva_meM_wIKA
acidulousest	svaBAva_meM_wIKA
acidulousness	KattApana
acid-wash	amla-prakRAlana_kara
acid	wikwa/wejAbI/vyafgyAwmaka/katu/KattA/amlIya/amla/Esida/wejAba
Acinonyx	Esinoniksa
acknowledged	svIkAra_karanA
acknowledgements	svIkqwi
acknowledgement	svIkqwi/pAvawI/aBisvIkqwi/ABArokwi
acknowledges	svIkAra_karanA
acknowledge	svIkAra_kara/prApwi_sUcanA_xe/pasanxa_kara/mAna/mAnA_jA_jA/ABAra_prakata_kara
acknowledging	svIkAra_karanA
acknowledgments	svIkqwi
acknowledgment	svIkqwi/pAvawI/aBisvIkqwi/ABArokwi
acme	parAkARTA/sarvocca_SiKara/parAkARTAa
acm	e_sI_ema
acmes	parAkARTA
acne	muzhAsA
acnes	muzhAsA
acolyte	pAxarI_kA_sahAyaka/sahAyaka/pAxarI-sevaka
acolytes	pAxarI_kA_sahAyaka
aconite	baCanAga/kAlakUta
aconites	baCanAga
aconitum	baCanAga
aconitums	baCanAga
acorn	SAhabalUwa_kA_Pala_yA_bIja/bAzjaPala
acorns	SAhabalUwa_kA_Pala_yA_bIja
acousticaler	Xvani_sambanXI
acousticalest	Xvani_sambanXI
acoustically	Xvani_sambanXI_rUpa_se/XvAnikI_xqRti_se
acoustical	Xvani_sambanXI/Xvani-sambanXI
acousticer	Xvani_sambanXI
acousticest	Xvani_sambanXI
acoustics	Xvani_ke_lie_uwwama/XvaniSAswra/XvAnikI
acoustic	Xvani_sambanXI/Xvani-sambanXI/avixyuwa/XvAnikI
ACP	esIpI
acquaintance	paricaya/pariciwa_vyakwi/pariciwa/pahacAna/jFAna/jAna_pahacAna
acquaintances	paricaya
acquaint	avagawa_kara/pariciwa_karA/avagawa_karA/avagawa_kara[karAnA]
acquainteder	pariciwa
acquaintedest	pariciwa
acquainted	pariciwa
acquainting	avagawa_karanA
acquaints	avagawa_karanA
acquiesce	binA_viroXa_ke_svIkAra_kara/sahamawi_xe/mAna_le
acquiesced	binA_viroXa_ke_svIkAra_karanA
acquiescence	prasannawA_pUrvaka_afgIkAra/sahamawi
acquiescences	prasannawA_pUrvaka_afgIkAra
acquiescently	sahamawa_howe_hue
acquiescent	sahamawa_honA/anuvarwI
acquiesces	binA_viroXa_ke_svIkAra_karanA
acquiescing	binA_viroXa_ke_svIkAra_karanA
acquire	arjana_kara/upalabXa_kara/prApwa_kara/lA/arjiwa_kara
acquired	arjana_karanA
acquirement	hunara
acquires	arjana_karanA
acquiring	arjana_karanA
acquisition	arjana/sampawwi/safkalana/prApwi/aBigrahaNa
acquisitions	arjana
acquisitive	arjanaSIla/aBigrahaNaSIla
acquisitively	arjanaSIla_rUpa_se
acquisitiveness	arjanaSIlawA/aBigrahaNaSIlawA
acquisitiver	arjanaSIla
acquisitivest	arjanaSIla
acquistition	arjana
acquits	xoRa_mukwa_karanA
acquittals	xoRa_mukwi
acquittal	xoRa_mukwi/xoRamukwi/rihAI
acquittance	bebAkI
acquittane	BugawAna
acquitted	xoRa_mukwa_karanA
acquitting	xoRa_mukwa_karanA
acquit	xoRa_mukwa_kara/xoRamukwa_kara/praswuwa_kara/barI_kara
acreage	kaI_varga_BUmi/ekadavAra_kRewraPala
acreages	kaI_varga_BUmi
acre	ekada/ekada{4840_varga_gaja_BUmi}
Acre	ekara
acres	ekada
acrider	baxabU
acridest	baxabU
acrid	ugra_svaBAva/wikwa/wIkRNa/wIKA/ugra/katu/kasElA/kaRAya/baxabU
acrimonies	katuwA
acrimonious	katu/wIK/katuwApUrNa
acrimoniously	katu_rUpa_se/katuwApUrNa_Dafga_se
acrimony	katuwA/kadavAhata/kaduvApana/katuwA{svaBAva_me}
acrobatically	natIya_rUpa_se
acrobaticer	natIya
acrobaticest	natIya
acrobatic	natIya
acrobatics	kalAbAjI/havAI_karawaba
acrobat	nata/kalAbAja
acrobats	nata
acronym_noun	parivarNI_Sabxa
acronym	safkRipwi/AxivarNika_Sabxa/safkRipwi{Sabxo_ke_praWama_Sabxa_se_banA_Sabxa}
acronyms	safkRipwi
across	ArapAra/waraPa/sAmane/ora/meM_sarvawra/usa_pAra/koI_eka_xiSA_meM/saBI_ora/usa_pAra_se/ke_Upara_yA_sAmane/vahAz_se_yahAz
across-the-board	vyApaka
acrostic	akRarabaxXa_kaviwA/ciwrAkRarI/AxyanwAkRarI
acrostics	akRarabaxXa_kaviwA
acrylic	ekrilika/Ekrilika/ekrilika{wejAba_se_banA_huA}/Ekrilika/ekrilika{wejAba_se_banA_huA_eka_prakAra_kA_rasAyanika_paxArWa}
acrylicer	ekrilika
acrylicest	ekrilika
acrylics	ekrilika
acrylonitrile	ekrAilonAitrAila
acted	nAtaka_kA_afga
actinger	aBinaya
actingest	aBinaya
acting	kAryakArI/aBinaya
actings	aBinaya
actinomycosis	vikiraNarugNawA
actinotherapy	vikiraNa_cikiwsA/sUryaraSmi-cikiwsA
actionable	kAnUnI_kAryavAhI_karane_yogya/vAxa_yogya/kAnUnI_karyavAhI_karane_yogya
actionabler	kAnUnI_kAryavAhI_karane_yogya
actionablest	kAnUnI_kAryavAhI_karane_yogya
action	kAnUnI_kAryavAhI_karane_yogya/kriyA/sEnika_kArravAI/racanA/purjAbanxI/prakriyA/muTaBeda/kriyASIlawA/kAryakalApa/kArya/kArravAI/kAma/gawi/GatanAkrama/ekSana/Bidanwa/asara/kAryAnviwa_kara
action_noun	kriyA
action-packed	kriyAkalApa_Ora_uwwejanA_se_BarapUra
action-reaction	kriyA-prawikriyA
actions	kriyA
activated	sakriya_karanA
activate	sakriya_kara
activates	sakriya_karanA
activating	sakriya_karanA
activation_noun	sakriyaNa
activations	uwpreraNa
activation	uwpreraNa/sakriyaNa
activator	uwpreraka
actively	sakriya_rUpa_se/sakriyawA_se
activenesses	sakriyawA
activeness	sakriyawA
active_noun	sakriya
activer	sakriya
active	sakriya/weja/rediyoXarmI/PurwIlA/PurwIl/praBAvaSAlI/praBAvakArI/kriyASIla/kAryarawa/karwqvAcaka/jAgqwa/cuswa/karwqvAcaka
active-service	sakriya_sevA
actives	sakriya
activest	sakriya
active-voice	kawqvAcya
ActiveX	Ektiva-eksa
activism	sakriyawAvAxa
activisms	sakriyawAvAxa
activistic	sakriyawAvAxI
activist	sakriya/sakriyawAvAxI/sakriyawAvAxI
activists	sakriya
activities	kriyA-kalApa
activity	kriyA_kalApa/sakriyawA/kriyASIlawA/kriyA-kalApa/kriyA/kAryakalApa/gawiviXi/prakriyA
activity_noun	sakriyawA
act	kArya/praxarSana/nAtaka/kqwya/karma/DoMga/aXiniyama/afka/nAtaka_kA_afga/xiKa/vyavahAra_kara/svAzga_Bara/peSa_A/kAryavAhI_kara/kArya_kara/kara/kAma_kara/DoMga_kara/barwAva_kara/asara_kara/AcaraNa_kara/aBinaya_kara
actor	aBinewA/karwA/Ektar
actors	aBinewA
actress	aBinewrI
actresses	aBinewA
acts	nAtaka_kA_afga
actualer	vAswavika
actualest	vAswavika
actualist	vAswavikawAvAxI
actualities	vAswavikawA
actuality	vAswavikawA
actually	vAswava_meM/vaswuwaH/sacamuca/vaswuwa:
actuals	vAswavika_Azkade
actual	vAswavika/waWyapUrNa/vixyamAna/varwamAna/sahI/pracaliwa/cAlU
actuarial	bImAfkikI/bImAfkika
actuarialer	bImAfkikI
actuarialest	bImAfkikI
actuaries	bImAfkika
actuary	bImAfkika/bImAfkaka
actuate	paricAliwa_kara/sakriya_kara/preriwa_kara/cAlU_kara
actuates	paricAliwa_karanA
actuator	pravarwaka
acuities	wIkRNawA
acuity	wIkRNawA/xqRti_kI_wikRaNawA
acumen	kuSAgra_buxXi/kuSAgrawA
acumens	kuSAgra_buxXi
acupuncture	ekyUpaFcara/EkyUpafkcara/ekyUpaFcara{cikiwsA}
acupunctures	ekyUpaFcara
acupuncturist	EkyUpafkcara_viSeRajFa
acute-angle	nyUnakoNa
acutely	wIvrawA_se/wIkRNawA_se/bahuwa_hI_wejIse/bahuwa_hI
acutenesses	wIkRNawA
acuteness	wIkRNawA/pEnApana/nukIl
acuter	kuSAgra
acutes	kuSAgra
acutest	kuSAgra
acute	wIkRNa/XAraxAra/weja/saMvegI/pEnA/nyUna/nukIlA/awyaXika/awipAwI/kuSAgra/vikata
acyclic	acakrIya
ada	e_dI_e
adage	kahAvawa/lokokwi
adages	kahAvawa
adagioer	XIre-XIre_evaM_SoBanIya
adagioest	XIre-XIre_evaM_SoBanIya
adagio	XIre-XIre_evaM_SoBanIya/manxa/XIme-XIme/vilambiwa_laya_meM/manxawAla_meM/XImI_laya_kA_safgIwa
adamance	atalawA
adamant	adiga/atala/maNi/hIrA
adamanter	adiga
adamantest	adiga
adamantine	atala
adamantly	adiga_rUpa_se/kaTorawA_se/atalawA_se
adamants	adiga
adam	AxipurURa
Adam	Edama/Axama
adam's-apple	kaNTamaNi
adaptability	anukUlanaSIlawA
adaptability_noun	anukUlanIyawA
adaptable	anukUlanIya/anukUlanaSIla
adapt	anukUla_banA/rUpAnwariwa_kara/ke_anurUpa_banA/baxala/ke_liE_rUpAnwariwa_kara
adaptation	anukUlana/rUpAnwaraNa
adapted	ke_liE_rUpAnwariwa_karanA
adapter	anukUliwra/upayojaka/anukUlaka
adapter_noun	anukUliwra
adapting	ke_liE_rUpAnwariwa_karanA
adaptive	anukUlana/anukUlI/anukUlanIya
adaptor	upayojaka/anukUlaka
adapts	ke_liE_rUpAnwariwa_karanA
adaya	AdyA
ADC	e_dI_sI
ADCP	edIsIpI
added	baDAnA/awirikwa
addenda	pariSiRta
addend_noun	yojya
addendum	pariSiRta
addend	yojya
adder	jaharIlA_sAzpa/yojaka/jodanevAlA/gehuzana_sarpa/gehuzana/Edara_sarpa/CotA_viRElA_sAzpa
adder_noun	yojaka
adders	jaharIlA_sAzpa
addicted	vaSIBUwa/AxI/Asakwa
addicting	lawa_lagA_huA
addiction	lawa/vyasana
addictions	lawa
addictive	lawa_lagAne_vAlI_vaswu/vyasanakArI/naSIlI
addictively	lawa_lagAne_vAlI_vaswu_rUpa_se
addictiver	lawa_lagAne_vAlI_vaswu
addictivest	lawa_lagAne_vAlI_vaswu
addict	lawa_lagA_huA/vyasanI/lawiyA
